가맹점명,업종,주소,행정구역,지역구분,이용건수구간,이용금액구간,월요일,화요일,수요일,목요일,금요일,토요일,일요일,5시11시(아침),12시13시(점심),14시17시(오후),18시22시(저녁),23시4시(새벽),현지인이용건수비중,남성,여성,20대이하,30대,40대,50대,60대이상,URL
시청중국관치킨호프,맥주/요리주점,제주 제주시 이도이동 1185-6번지 3층,이도이동,제주,1,1,14.7,16.74,12.04,4.83,12.51,23.41,15.78,0,0,0,67.37,32.63,82.17,69.65,30.35,45.98,24.8,14.05,12.05,3.1,https://pcmap.place.naver.com/place/294086639/home
셰프와흑돼지,가정식,제주 서귀포시 안덕면 상창리 774-3번지,안덕면,안덕면,2,1,18.88,0.46,18.7,13.62,15.38,15.57,17.4,17.56,51.37,15.57,15.51,0,28.34,60.41,39.59,5.93,17.8,29.29,30.13,16.9,
길벗식당,가정식,제주 제주시 노형동 1020-2번지,노형동,제주,3,4,15.58,17.45,18.49,15.36,18.36,8.77,5.99,3.77,51.66,5.17,39.41,0,83.11,76.44,23.56,5.45,15.64,23.55,34.69,20.68,https://pcmap.place.naver.com/place/16789461/home
주식회사 아이엔케이,단품요리 전문,제주 제주시 삼양일동 1925-2번지 2층,삼양일동,제주,1,3,9.8,17.77,0,22.31,1.96,23.66,24.5,0,0,25.16,74.84,0,11.76,47.63,52.37,28.17,53.5,10.17,6.83,1.33,
제주손칼국수냉면전문점,단품요리 전문,제주 서귀포시 동홍동 640-2번지,동홍동,서귀포,3,2,4.73,14.22,9.87,15.2,14.69,17.65,23.64,10.67,40.41,25.2,23.72,0,69.36,55,45,8.11,15.68,32.89,28.88,14.44,https://pcmap.place.naver.com/place/12858857/home
비에이치씨제주모슬포점,치킨,제주 서귀포시 대정읍 하모리 934-21번지,대정읍,대정읍,3,2,13.45,11.85,15.46,12.02,17.27,16.41,13.55,0,1.83,18.53,73.39,6.25,52.55,56.61,43.39,11.22,19.04,35.61,26.25,7.86,https://pcmap.place.naver.com/place/1555705631/home
애월 갈치 암행어사,단품요리 전문,제주 제주시 애월읍 애월리 1819-35번지,애월읍,애월읍,3,5,13.24,10.96,11.4,14.58,15.61,17.41,16.81,2.2,29.55,23.84,44.24,0.17,3.19,51.66,48.34,18.7,24.73,22.68,22.97,10.93,https://pcmap.place.naver.com/place/1042054066/home
윤가네흑돼지대패삼겹살 제주함덕흑돼지,단품요리 전문,제주 제주시 조천읍 함덕리 957-3번지 1층,조천읍,조천읍,3,4,12.55,13.43,14.2,17.55,11.58,17.71,12.97,0,0,2.56,87.52,9.92,35.22,57.32,42.68,10.17,21.44,38,23.29,7.13,https://pcmap.place.naver.com/place/16887117/home
제주그때그집함덕점,가정식,제주 제주시 조천읍 함덕리 1752-2번지 에덴빌리지2차 202동 102호,조천읍,조천읍,4,5,15.82,17.16,0,15.88,16.94,18.69,15.51,3.66,21.28,15.74,59.15,0.16,17.95,57.47,42.53,12.2,24.6,34.05,19.73,9.38,
카페 더 콘테나(Cafe the 콘테나),커피,제주 제주시 조천읍 와산리 851번지 1호,조천읍,조천읍,4,2,20.7,7.12,0,16.59,10.39,27.41,17.79,18.99,31.63,49.39,0,0,6.36,39.13,60.88,38.9,27.58,17.58,13.5,2.43,https://pcmap.place.naver.com/place/1339557107/home
브와두스본점공항연동점,베이커리,제주 제주시 연동 1498-2번지,연동,제주,6,5,14.31,13.29,12.82,14.24,14.34,15.7,15.3,19.36,16.72,35.35,28.57,0,72.19,36.98,63.02,8.96,21.55,36.69,23.08,9.73,
미미국수,단품요리 전문,제주 제주시 일도이동 1046-11번지 1층,일도이동,제주,4,3,12.13,13.79,13.11,15.11,14.76,14.14,16.96,13.42,30.17,22.36,32.19,1.85,50.66,64.6,35.4,12.26,24.78,27.93,21.56,13.48,https://pcmap.place.naver.com/place/1608707130/home
가로수길마루,일식,제주 제주시 애월읍 애월리 2467번지 1층,애월읍,애월읍,2,3,14.72,10.82,11.99,12.32,9.24,23.16,17.75,0.22,0.39,1.65,49.76,47.98,6.35,58.48,41.52,43.63,35.66,11.47,6.83,2.44,https://pcmap.place.naver.com/place/617518889/home
규태네남녕점,단품요리 전문,제주 제주시 노형동 1274-1번지 남녕빌라,노형동,제주,1,3,16.7,17.27,11.22,12.52,23.06,19.22,0,0,0,2.25,95.86,1.89,77.14,57.97,42.03,17.91,34.14,28.22,16.24,3.5,https://pcmap.place.naver.com/place/38711024/home
청수냉면,단품요리 전문,제주 제주시 애월읍 하귀1리 137-2번지 1층,애월읍,애월읍,4,4,16.2,17.94,1.21,15.08,15.2,15.08,19.3,11.57,32.84,23.18,32.41,0,70.39,63.78,36.22,4.15,18.74,31.31,31.36,14.43,https://pcmap.place.naver.com/place/1516960768/home
신화,가정식,제주 제주시 연동 273-25번지 소영빌딩 1층,연동,제주,2,2,6.06,3.03,0,12.12,27.27,36.36,15.15,0,0,0,48.48,51.52,73.31,65.7,34.3,36.7,28.6,17,12,5.7,
달빛에 구운고등어제주점,단품요리 전문,제주 제주시 이도이동 1986-8번지,이도이동,제주,4,4,0,14.74,15.49,15.86,15.4,18.01,20.51,0.85,43.01,17.03,39.1,0,58.9,53.9,46.1,9.23,29.82,29.98,21.17,9.79,https://pcmap.place.naver.com/place/1794833929/home
부촌식당,가정식,제주 서귀포시 성산읍 고성리 2747-7번지 1층,성산읍,성산읍,4,4,14.78,17.9,17.64,0.41,15.44,15.2,18.63,15.66,28.19,19.73,36.35,0.07,5.25,48.55,51.45,22.33,28.48,21.67,18.5,9.02,https://pcmap.place.naver.com/place/13175318/home
김녕오라이,일식,제주 제주시 구좌읍 김녕리 1223-20번지 1층 제2호,구좌읍,구좌읍,5,6,16.32,15.59,0.87,14.98,15.28,19.3,17.66,0,0.04,31.14,68.83,0,3.16,44.43,55.58,39.38,39.08,12.04,6.7,2.79,https://pcmap.place.naver.com/place/1528955401/home
새당골,가정식,제주 서귀포시 안덕면 덕수리 2330-1번지,안덕면,안덕면,3,2,13.24,18.1,18.8,15.26,15.58,14.88,4.13,15.82,48.56,9.27,26.35,0,31.64,64.05,35.95,10.69,19.99,26.38,24,18.93,https://pcmap.place.naver.com/place/36522137/home
바다어사또,단품요리 전문,제주 제주시 조천읍 함덕리 1252-43번지,조천읍,조천읍,2,4,15.83,19.38,9.83,2.67,15.58,22.16,14.54,2.73,21.09,23.83,52.35,0,22.09,57.83,42.18,11.32,17.34,24.91,28.79,17.62,https://pcmap.place.naver.com/place/31561555/home
금하갈비,단품요리 전문,제주 제주시 오등동 631-1번지,오등동,제주,3,3,21.78,16.3,17.25,16.31,17.16,11.2,0,14.88,79.4,5.72,0,0,79.55,74.14,25.86,7.68,26.11,35.65,21.53,9.02,https://pcmap.place.naver.com/place/16843388/home
이디야커피 제주하귀점,커피,제주 제주시 애월읍 하귀1리 156-1번지 1층,애월읍,애월읍,5,1,13.03,17.6,16.85,15.48,13.03,11.82,12.18,22.18,20.08,33.27,24.47,0,68.93,44.94,55.06,13.44,33.26,34.34,13.8,5.2,https://pcmap.place.naver.com/place/1002965009/home
유성반점,중식,제주 서귀포시 성산읍 고성리 322-5번지,성산읍,성산읍,4,3,19.24,13.64,7.46,15.7,14.89,15.6,13.47,10.5,35.11,32.99,21.41,0,51.74,63.7,36.3,5.63,23.15,31.27,24.28,15.7,
버거307제주함덕점,햄버거,제주 제주시 조천읍 함덕리 1269-19번지,조천읍,조천읍,5,4,12.45,13.42,15.39,14.27,12.35,16.09,16.04,4.1,9.32,19.26,60.3,7.02,9.25,55.92,44.08,17.06,31.07,32.64,15.14,4.08,https://pcmap.place.naver.com/place/697109858/home
교촌치킨 건입점,치킨,제주 제주시 일도이동 160-9번지 1층,일도이동,제주,3,1,24.44,15.56,22.22,11.11,8.89,8.89,8.89,0,0,17.78,82.22,0,80.56,57.1,42.9,7.6,25.3,34.1,23.5,9.4,https://pcmap.place.naver.com/place/11801803/home
주식회사 아라리오 제주,단품요리 전문,제주 제주시 삼도이동 1261-6번지 1층,삼도이동,제주,5,4,13.44,15.32,8.11,14.71,15.54,16.37,16.52,20.91,32.72,46.33,0.03,0,10.75,36.47,63.53,37.26,36.63,13.94,8.88,3.32,
고기굽는해녀,단품요리 전문,제주 제주시 구좌읍 한동리 1007-2번지 지1층,구좌읍,구좌읍,2,4,14.67,10.35,18.47,1.56,16.84,20.34,17.77,0,3.34,10.94,85.73,0,8.3,46.44,53.56,29.25,37.29,19.2,9.05,5.2,
서울빈대떡,단품요리 전문,제주 제주시 이도이동 408-5번지,이도이동,제주,2,1,17.86,7.14,25,10.71,17.86,3.57,17.86,0,0,0,67.86,32.14,91.01,78.4,21.6,15.2,28,25.8,22.3,8.7,
옹포횟집,단품요리 전문,제주 제주시 한림읍 협재리 1398번지,한림읍,한림읍,3,4,18.51,13.67,2.82,12.7,14.11,18.73,19.47,0,4.99,17.55,77.34,0.12,4.02,53.98,46.03,33.24,33.15,16.83,10.43,6.33,https://pcmap.place.naver.com/place/16865744/home
컴포즈커피화북공단점,커피,제주 제주시 화북이동 3713-1번지 1층,화북이동,제주,6,2,14.57,15.46,15.03,14.13,16.1,14.73,9.98,53.56,24.37,22.07,0,0,80.86,69.7,30.3,10.8,34.77,34.65,14.76,5.04,https://pcmap.place.naver.com/place/1625225377/home
외도다해네,가정식,제주 제주시 외도일동 499-4번지 제웅스카이빌 101호,외도일동,제주,3,2,30.23,18.6,16.28,6.98,23.26,4.65,0,11.63,51.16,4.65,32.56,0,83.9,69.4,30.6,5.2,13,36.8,40.7,4.2,https://pcmap.place.naver.com/place/19801653/home
명리동식당 세화점,단품요리 전문,제주 제주시 구좌읍 평대리 755번지 1층,구좌읍,구좌읍,3,4,12.47,14.2,0.17,14.3,16.46,21.67,20.73,0.65,7.22,14.08,77.88,0.17,10.85,54.08,45.92,19.64,30.95,29.88,13.23,6.33,https://pcmap.place.naver.com/place/1887202514/home
꺼멍목장,가정식,제주 서귀포시 하원동 1633-2번지,하원동,서귀포,4,5,13.29,16.07,2.3,14.64,16.86,19.61,17.24,0,11.31,17.1,71.6,0,5.16,55.88,44.12,15.48,27.77,26.69,20.03,10.06,https://pcmap.place.naver.com/place/466851716/home
라토커피제주,단품요리 전문,제주 제주시 이도이동 1769-15번지,이도이동,제주,5,3,17.07,10.98,9.76,13.41,10.37,19.51,18.9,4.27,17.68,41.46,36.59,0,39.46,33.8,66.2,43.7,26.1,20.1,8.6,1.5,https://pcmap.place.naver.com/place/1062311440/home
냄비에퐁닭,가정식,제주 제주시 이도이동 1765-4번지 1층,이도이동,제주,2,2,5.76,14.62,13.18,14.28,15.13,19.45,17.57,0.43,6.45,10.23,82.89,0,84.99,57.43,42.57,53.27,27.54,11.63,6.63,0.91,https://pcmap.place.naver.com/place/36434205/home
파리바게뜨 대정하나로점,베이커리,제주 서귀포시 대정읍 상모리 3453번지 지하1층,대정읍,대정읍,6,4,14.75,14.75,13.85,12.92,13.48,15.34,14.9,23.5,14.58,37.97,23.96,0,43.79,42.63,57.37,6.14,22.44,37.15,22.54,11.73,https://pcmap.place.naver.com/place/1268343070/home
각시탈,가정식,제주 제주시 연동 273-45번지 1호,연동,제주,1,3,10.55,15.49,11.07,12.4,17.26,18.93,14.31,48.85,0,1.19,21.54,28.42,75.12,69.9,30.1,11.33,50.1,16.27,14.6,7.7,
"우정골프연습장, 투썸플레이스제주오라우정점",커피,제주 제주시 오라이동 3300번지 2층,오라이동,제주,4,1,14.45,12.88,12.44,13.04,14.83,16.54,15.82,22.72,31.24,32.76,13.27,0,69.39,48.35,51.65,9.72,25.68,30.13,25.42,9.05,
제주분식,분식,제주 제주시 연동 310-94번지 태성주택 1층,연동,제주,3,2,5.13,18.56,17.78,16.07,8.63,16.82,17.01,30.3,43.37,26.32,0,0,7.64,53.12,46.88,33.28,29.18,23.4,11.22,2.9,
배스킨라빈스노형점,아이스크림/빙수,제주 제주시 노형동 2581-3번지,노형동,제주,5,3,12.79,13.63,12.8,11.53,13.83,19.07,16.35,4.22,7.21,22.83,65.38,0.35,80.98,47.68,52.32,17.53,27.88,34.95,16.46,3.2,https://pcmap.place.naver.com/place/30824663/home
풍촌,가정식,제주 제주시 연동 282-30번지 1층,연동,제주,1,2,15.57,15.61,18.36,12.47,15.55,22.44,0,0,0,1.84,98.16,0,65.39,76.05,23.95,7.78,21.33,38.09,25.59,7.16,https://pcmap.place.naver.com/place/16834953/home
시골길이도점,가정식,제주 제주시 이도이동 1078-15번지 1층,이도이동,제주,3,2,22.75,19.69,20.82,18.77,17.97,0,0,11.74,42.5,18.4,27.35,0,65.79,50.13,49.87,12.51,23.55,30.13,25.57,8.21,https://pcmap.place.naver.com/place/37269214/home
60계치킨 제주노형점,치킨,제주 제주시 노형동 1066-2번지 세기6차아파트 109호,노형동,제주,3,2,0.49,12.23,15.37,14.55,19.8,19.35,18.22,0,0,18.59,80.44,0.97,78.88,57.14,42.86,8.22,16.83,36.43,28.94,9.6,https://pcmap.place.naver.com/place/1433904384/home
보드게임카페홈즈앤루팡 제주시청점,단품요리 전문,제주 제주시 이도이동 1768-10번지 301호,이도이동,제주,4,2,12.6,8.52,7.69,8.12,13.58,23.91,25.59,0,5,37.96,50.54,6.51,75.34,40.31,59.69,60.83,14.39,15.76,8.47,0.57,
삼춘이야기노형점,가정식,제주 제주시 노형동 2420번지,노형동,제주,2,4,13.12,11.67,16.42,14.65,17.75,17.74,8.66,0,5.81,7.73,85.75,0.71,79.02,55.56,44.44,5.89,11.08,34.29,32.68,16.07,
성산미소복집,단품요리 전문,제주 서귀포시 성산읍 수산리 1695번지 1층 102호,성산읍,성산읍,3,3,16.39,16.05,15.04,17.31,13.07,16.79,5.35,36.87,56.21,4.71,2.2,0,45.84,69.36,30.64,4.68,15.46,30.03,27.09,22.73,https://pcmap.place.naver.com/place/1128371429/home
제주통큰장어별관,가정식,제주 제주시 이도이동 410번지 2층,이도이동,제주,1,3,14.03,12.73,1.56,15.8,17.79,18.42,19.67,0,1.55,1,97.45,0,85.81,67.74,32.26,7.02,15.62,27.25,30.7,19.44,
돈내코손두부,단품요리 전문,제주 서귀포시 상효동 1403-9번지,상효동,서귀포,4,2,14.81,17.4,16.6,16.58,17.37,17.24,0,46.19,53.52,0.29,0,0,49.32,58.7,41.3,5.18,16.33,27.18,29.11,22.2,https://pcmap.place.naver.com/place/32868584/home
메가엠지씨커피 제주남원점,커피,제주 서귀포시 남원읍 남원리 119-3번지 1층,남원읍,남원읍,5,2,13.85,13.39,14.04,13.45,14.91,15.19,15.17,36,25.09,26.06,12.82,0.02,48.56,59.92,40.08,14.35,28.4,32.18,19.73,5.36,
흑생,단품요리 전문,제주 제주시 애월읍 하귀1리 162-2번지 1층,애월읍,애월읍,3,5,15.58,15.93,14.61,11.8,13.06,14.24,14.78,0,0,11.06,88.94,0,13.53,58.5,41.5,34.28,26.46,20.13,15.38,3.72,https://pcmap.place.naver.com/place/1023627277/home
흑돈시범이네,가정식,제주 제주시 노형동 2882-1번지,노형동,제주,3,3,15.29,16.6,15.52,11.45,16.47,13.4,11.28,10.49,49.18,9.69,30.64,0,55.32,64.37,35.63,6.63,22.95,31.53,30.23,8.69,https://pcmap.place.naver.com/place/31209940/home
야시장이동식판매대 (12호),단품요리 전문,제주 제주시 이도일동 1329-6번지,이도일동,제주,5,3,13.64,13.77,13.32,13.58,14.45,16.66,14.58,0,0,0.03,99.31,0.65,2.76,48.18,51.83,41.57,27.63,18.12,10.24,2.47,
원조삼성혈해물탕본점,단품요리 전문,제주 제주시 연동 312-27번지 1층,연동,제주,3,5,12.46,14.19,13.86,13.29,14.57,16.23,15.39,6.64,21.86,25.45,45.95,0.1,18.19,57.28,42.73,5.54,17.31,30.66,31.75,14.75,https://pcmap.place.naver.com/place/1051028182/home
돈다발,가정식,제주 서귀포시 성산읍 성산리 196-2번지,성산읍,성산읍,3,1,10.25,14.84,9.86,15.49,15.47,15.86,18.23,20.78,58.1,21.12,0,0,23.18,60.77,39.23,4.29,27.97,37.84,17.91,11.99,
소도리왕뼈다귀해장국,단품요리 전문,제주 제주시 용담일동 2817-40번지 대도빌라 소도리왕뼈다귀해장국,용담일동,제주,3,2,15.52,18.14,6.99,16.13,13.71,13.62,15.88,6.91,14.82,17.28,58.93,2.05,35.93,64.2,35.8,13.41,25.75,29.45,21.98,9.44,https://pcmap.place.naver.com/place/1374581774/home
주민상회,가정식,제주 제주시 도남동 918-15번지 1층,도남동,제주,2,2,13.13,11.03,12.55,11.83,13.52,19.76,18.17,0,0,1.66,53.76,44.58,89.49,74.28,25.73,14.65,32.34,32.22,15.71,5.08,
빨간대게,단품요리 전문,제주 서귀포시 동홍동 536-7번지,동홍동,서귀포,1,3,15.07,9.08,10.17,4.44,21.49,26.67,13.08,0,8.98,15.98,73.37,1.67,45.07,55.47,44.53,9.76,24.33,25.91,27.65,12.33,https://pcmap.place.naver.com/place/1420715890/home
뜰애,가정식,제주 제주시 애월읍 애월리 1819-39번지 1층,애월읍,애월읍,3,5,14.89,12.91,11.32,14.2,12.6,16.09,17.99,5.5,30.97,24.05,39.32,0.16,2.11,57.29,42.71,24.27,24.34,24.51,18.69,8.2,
가치,일식,제주 제주시 용담일동 417번지 1층,용담일동,제주,2,4,15.21,14.27,11.1,12.85,11.5,20.33,14.75,0,0,0,86.81,13.19,28.29,54.47,45.53,33.12,44.47,13.42,7.37,1.65,https://pcmap.place.naver.com/place/1196572041/home
제레미,단품요리 전문,제주 제주시 애월읍 애월리 1549번지,애월읍,애월읍,4,2,0,22.13,18.88,16.91,19.51,22.57,0,30.89,28.77,40.27,0.06,0,17.53,34.98,65.02,27.96,42.69,18.95,8.05,2.35,https://pcmap.place.naver.com/place/1794344409/home
본가장수촌,단품요리 전문,제주 제주시 노형동 735번지,노형동,제주,3,4,0.38,15.66,15.19,14.29,14.97,19.65,19.86,4.6,24.77,21,49.63,0,80.83,48.98,51.03,4.58,23.55,37.32,22.77,11.76,https://pcmap.place.naver.com/place/1930256277/home
청루봉평메밀막국수전문점,단품요리 전문,제주 서귀포시 대정읍 인성리 268-6번지,대정읍,대정읍,4,4,13.12,12.81,14.3,14.19,12.52,15.75,17.31,13.7,54.81,31.49,0,0,56.09,55.33,44.68,4.38,13.13,26.33,29.5,26.66,https://pcmap.place.naver.com/place/16939745/home
남다른감자탕,단품요리 전문,제주 제주시 노형동 937-11번지 1층,노형동,제주,3,2,14.87,15.17,16.12,15.51,15.29,15.77,7.26,3.64,29.06,22.17,45.13,0,75.59,56.07,43.93,13.87,29.87,32.7,18.77,4.83,
해주소반,가정식,제주 서귀포시 대정읍 보성리 2477번지 105호,대정읍,대정읍,3,3,11.65,14.28,14.98,13.1,14.73,15.86,15.4,7.51,34.14,21.79,36.46,0.1,38.57,58.11,41.89,11.83,18.78,41.4,21.25,6.73,https://pcmap.place.naver.com/place/1106650966/home
루스트플레이스 올레시장점,양식,제주 서귀포시 서귀동 423-9번지 2층,서귀동,서귀포,3,3,10.69,11.08,13.68,10.16,13.36,19.5,21.53,1.29,24.57,23.6,48.52,2.02,81.27,46.04,53.96,11.75,17.8,39.11,22.21,9.14,https://pcmap.place.naver.com/place/1287287186/home
24시전주명가콩나물국밥,단품요리 전문,제주 제주시 아라일동 2417-3번지 1층,아라일동,제주,5,4,13.49,12.48,14.29,12.49,12.65,16.06,18.55,39.71,17.58,10.45,21.49,10.76,66.28,65.71,34.29,6.63,14.98,32.04,28.59,17.77,https://pcmap.place.naver.com/place/34186551/home
소담,맥주/요리주점,제주 제주시 연동 303-29번지,연동,제주,1,2,18.18,18.18,9.09,0,18.18,18.18,18.18,0,0,18.18,54.55,27.27,80.77,92,8,0,4,14,36,46,
파리바게뜨한라병원점,베이커리,제주 제주시 연동 1964-3번지 연동펠리체아파트 107호,연동,제주,6,5,15.16,14.64,15.2,14.73,15.86,12.88,11.52,33.51,11.35,25.49,29.64,0,55.41,40.38,59.62,15.93,24.14,25.1,21.47,13.32,https://pcmap.place.naver.com/place/1159319820/home
만강촌옛날칼국수,단품요리 전문,제주 제주시 노형동 1043-3번지,노형동,제주,6,6,15,14.8,13.03,12.66,13.35,15.01,16.14,8.22,26.32,26.58,38.88,0,76.31,58.7,41.3,16.38,25.22,30.18,20.27,7.93,https://pcmap.place.naver.com/place/16789373/home
(주)지이오코리아,일식,제주 제주시 노형동 138-2번지,노형동,제주,1,4,11.31,7.84,11.81,19.37,22.58,22.01,5.08,0,44.21,13.4,42.39,0,19.53,54.1,45.9,30.44,42.48,13.88,9.82,3.4,
더벤티서홍점,커피,제주 서귀포시 서홍동 361-5번지 1층,서홍동,서귀포,5,1,14.58,13.86,14.17,14.04,13.81,14.75,14.8,41.64,25.62,26.06,6.69,0,87.2,51.5,48.5,10.78,27.73,38.22,18.52,4.75,https://pcmap.place.naver.com/place/1862081712/home
돈만땅,가정식,제주 제주시 화북일동 1965-4번지,화북일동,제주,1,2,10.15,25.39,12.37,14.08,14.05,12.75,11.23,0,0,5.29,94.71,0,86.06,56.9,43.1,3,12.02,34.16,35.06,15.72,https://pcmap.place.naver.com/place/61579068/home
제주일품순두부동광점,단품요리 전문,제주 서귀포시 안덕면 동광리 810번지 1층,안덕면,안덕면,5,4,14.52,15.53,12.37,13,12.13,14.21,18.24,28.45,30.18,23.79,17.58,0,40,63.9,36.1,5.52,21.71,39.98,19.38,13.42,https://pcmap.place.naver.com/place/1763723608/home
오만정성,가정식,제주 제주시 한림읍 협재리 1087번지 1층,한림읍,한림읍,3,5,15.27,4.72,14.16,13.18,15.69,17.92,19.06,9.32,21.37,23.92,44.98,0.41,4.35,56.25,43.75,14.33,26.63,30.78,18.57,9.68,https://pcmap.place.naver.com/place/1325311347/home
기시어멍김밥,분식,제주 서귀포시 강정동 232번지 1층 102호,강정동,서귀포,5,3,16.98,0.54,16.39,14.61,15.1,18.42,17.96,28.87,22.41,28.33,20.39,0,52.63,51.45,48.55,9.33,25.3,33.63,22.12,9.63,
호박이네,단품요리 전문,제주 제주시 연동 256-6번지 1층,연동,제주,4,4,14.62,12.03,14.48,14.98,16.44,14.5,12.96,6.08,2.7,2.54,59.2,29.48,72.65,61.96,38.04,19.36,28.59,22.55,21.94,7.56,https://pcmap.place.naver.com/place/1384138293/home
노형 봉개족탕 순대,단품요리 전문,제주 제주시 노형동 3788-8번지,노형동,제주,3,3,17.47,17.49,21.51,16.1,16.12,11.32,0,14.71,55.03,14.79,15.47,0,78.29,71.65,28.35,8.36,23.91,29.78,23.99,13.94,https://pcmap.place.naver.com/place/1519727846/home
노가리앤비어(성산점),맥주/요리주점,제주 서귀포시 성산읍 고성리 1200-5번지,성산읍,성산읍,3,2,16.16,14.05,11.06,12.16,16.91,14.18,15.49,0,0,0.61,64.5,34.89,31.46,65.25,34.75,21.88,25.98,31.28,17.38,3.5,https://pcmap.place.naver.com/place/1108545516/home
어박사 저지점,가정식,제주 제주시 한경면 저지리 1715-16번지 1층,한경면,한경면,1,3,16.48,0,15.56,13.97,17.55,17.07,19.37,3.35,28.77,29.44,38.43,0,17.57,54.96,45.04,7.93,22.51,28.83,21.99,18.75,https://pcmap.place.naver.com/place/1117506712/home
자담치킨 이도점,치킨,제주 제주시 이도이동 1994-5번지 1층,이도이동,제주,3,3,13.32,12.41,13.26,13.73,16.18,16.23,14.87,0,0.71,19.17,74.37,5.75,85.66,54.68,45.32,10.2,20.02,34.64,27.7,7.42,https://pcmap.place.naver.com/place/66499041/home
신제주양곱창,단품요리 전문,제주 제주시 노형동 915-2번지,노형동,제주,1,2,14.92,17.18,11.11,16.6,13.36,18,8.82,1.44,4.52,2.71,73.52,17.81,59.06,67.14,32.86,16.49,22.3,24.56,25.57,11.09,https://pcmap.place.naver.com/place/1146380258/home
덕승식당 중문점,가정식,제주 서귀포시 중문동 2017번지 1층 102호 103호,중문동,서귀포,2,2,17.5,15.62,3.36,19.18,14.04,15.44,14.86,12.67,34.22,19.62,33.49,0,26.35,63.37,36.63,7.83,17.67,25.67,28.72,20.12,
제주보말칼국수,단품요리 전문,제주 제주시 삼도이동 186-5번지,삼도이동,제주,4,4,14.11,16.06,12.24,12.86,12.55,14.1,18.08,47.74,35.43,16.84,0,0,4.8,46.81,53.2,26.58,28.47,17.18,19.95,7.79,https://pcmap.place.naver.com/place/1260353646/home
빨간집삼화지구점,가정식,제주 제주시 화북일동 1023-1번지 1층,화북일동,제주,2,2,18.1,11.67,11.51,2.43,14.12,17.13,25.04,0,0,2.56,77.38,20.07,89.13,46.61,53.39,28.42,24.12,27.68,17.84,1.96,https://pcmap.place.naver.com/place/1255985655/home
오월수산장어집,단품요리 전문,제주 제주시 연동 282-27번지,연동,제주,3,5,3.18,13.44,14.99,16.5,14.4,16.92,20.58,0.28,6.91,13.4,79.41,0,79.06,63.27,36.73,4.14,14.29,25.16,32.24,24.17,https://pcmap.place.naver.com/place/16834481/home
까망돼지,가정식,제주 서귀포시 색달동 2534-9번지,색달동,서귀포,3,5,16.52,11.57,13.5,13.7,12.29,17.54,14.87,0.37,7.03,16.15,76.15,0.3,1.76,56.17,43.83,18.79,29.75,28.63,16.28,6.58,https://pcmap.place.naver.com/place/34818244/home
노가리앤비어  삼화지구점,맥주/요리주점,제주 제주시 도련일동 1939-3번지 1층,도련일동,제주,4,4,10.86,12.62,13.56,11.7,16.5,19.39,15.38,0,0,0.4,50.19,49.42,87.93,71.94,28.06,14.47,26.98,39.46,16.03,3.08,https://pcmap.place.naver.com/place/1168948343/home
솔지시청점,가정식,제주 제주시 이도이동 1181-2번지,이도이동,제주,3,5,18.13,18.07,15.25,15.72,15.96,16.88,0,0,0,4.64,95.36,0,53.48,62.33,37.67,26.9,32.81,21.24,15.65,3.41,
시로코,단품요리 전문,제주 제주시 용담삼동 1006번지 1층,용담삼동,제주,5,3,12.69,13.88,14.07,14.81,14.06,15.68,14.82,13.5,23.23,35.95,25.95,1.36,27.69,41.88,58.12,31.24,26.63,19.18,17.21,5.72,https://pcmap.place.naver.com/place/1065722462/home
무뚱모슬포좁짝뼈국수,가정식,제주 서귀포시 대정읍 하모리 1050-4번지,대정읍,대정읍,2,2,9.59,14.45,16.71,14.75,12.86,17.92,13.72,1.74,0,1,39.91,57.35,46.83,72.03,27.98,16.38,23.8,27.03,22.23,10.58,
풍천연가풍천장어참숯구이,가정식,제주 서귀포시 동홍동 1487-4번지 3동,동홍동,서귀포,3,5,16.06,12.98,13.35,12.53,15.64,14.2,15.25,3.91,33.75,11.01,51.32,0,79,56.53,43.48,3.52,10.3,25.64,31.19,29.33,
(주)아워홈 카카오제주점,구내식당/푸드코트,제주 제주시 영평동 2184번지 1층,영평동,제주,4,2,17.86,18.73,22.17,23.39,17.85,0,0,37.71,55.44,6.85,0,0,85.7,52.37,47.63,18.71,47.64,20.17,7.57,5.93,
달마,단품요리 전문,제주 제주시 일도일동 1220-2번지,일도일동,제주,2,3,17.65,17.21,15.12,0.16,12.5,20.05,17.31,0,0,16.36,83.64,0,42.57,62.35,37.65,15.22,35.03,25.16,17.46,7.14,
넘은 봄,가정식,제주 제주시 구좌읍 김녕리 1296번지,구좌읍,구좌읍,1,2,15.2,8.68,1.3,10.34,17.7,27.9,18.88,0,5.36,5.58,89.06,0,4.21,42.79,57.21,31.32,41.95,10.32,10.48,5.96,https://pcmap.place.naver.com/place/1674851816/home
돼지구이연구소본점,가정식,제주 제주시 연동 313-1번지 1층,연동,제주,3,2,16.71,16.2,20.58,15.13,16.64,14.75,0,6.47,41.99,15.25,36.29,0,71.84,58.12,41.88,20.63,29.07,26.71,19.64,3.98,https://pcmap.place.naver.com/place/1782553413/home
